"reconcile","id","account_type","code","name"
"False","l10n_ao.account_chart_id487","equity","541","Prestações Suplementares"
"False","l10n_ao.account_chart_id944","equity","55","Reservas legais"
"False","l10n_ao.account_chart_id488","equity","551","Reservas Legais"
"False","l10n_ao.account_chart_id945","expense_depreciation","56","Reservas de reavaliação"
"False","l10n_ao.account_chart_id946","equity","561","Legais"
"True","l10n_ao.account_chart_id489","equity","5611","Decreto-Lei nº"
"True","l10n_ao.account_chart_id490","equity","5612","Decreto-Lei nº"
"False","l10n_ao.account_chart_id947","asset_prepayments","562","Autónomas"
"True","l10n_ao.account_chart_id491","equity","5621","Avaliações"
"True","l10n_ao.account_chart_id492","equity","5622","Realização"
"False","l10n_ao.account_chart_id948","asset_non_current","57","Reservas com fins especiais"
"False","l10n_ao.account_chart_id493","equity","571","Reservas com Fins Especiais"
"False","l10n_ao.account_chart_id949","expense_depreciation","58","Reservas livres"
"False","l10n_ao.account_chart_id494","equity","581","Reservas Livres"
"False","l10n_ao.account_chart_id950","asset_non_current","59","-------------------------"
"True","l10n_ao.account_chart_id495","income_other","6","PROVEITOS E GANHOS POR NATUREZA"
"True","l10n_ao.account_chart_id496","income","61","VENDAS"
"True","l10n_ao.account_chart_id497","income","611","Produtos Acabados e Intermédios"
"True","l10n_ao.account_chart_id498","income","6111","Mercado Nacional"
"True","l10n_ao.account_chart_id499","income","61111","Mercado Nacional Padrão"
"True","l10n_ao.account_chart_id500","income","6112","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id501","income","61121","Mercado Estrangeiro Padrão"
"True","l10n_ao.account_chart_id502","income","612","SubProdutos, Desperdícios, Resíduos e Refugos"
"True","l10n_ao.account_chart_id503","income","6121","Mercado Nacional"
"True","l10n_ao.account_chart_id504","income","6122","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id505","income","613","Mercadorias"
"True","l10n_ao.account_chart_id506","income","6131","Mercado Nacional"
"True","l10n_ao.account_chart_id507","income","6132","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id508","income","614","Embalagens de Consumo"
"True","l10n_ao.account_chart_id509","income","6141","Mercado Nacional"
"True","l10n_ao.account_chart_id510","income","6142","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id511","income","615","Subsídios a preços"
"True","l10n_ao.account_chart_id512","income","6151","......................."
"True","l10n_ao.account_chart_id513","income","617","Devoluções"
"True","l10n_ao.account_chart_id514","income","6171","Mercado Nacional"
"True","l10n_ao.account_chart_id515","income","6172","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id516","income","618","Descontos e abatimentos"
"True","l10n_ao.account_chart_id517","income","6181","Mercado Nacional"
"True","l10n_ao.account_chart_id518","income","6182","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id519","income_other","62","PRESTAÇÕES DE SERVIÇO"
"True","l10n_ao.account_chart_id520","income","621","Serviços principais"
"True","l10n_ao.account_chart_6211","income","6211","Mercado Nacional"
"True","l10n_ao.account_chart_id522","income","6212","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id523","income","622","Serviços secundários"
"True","l10n_ao.account_chart_id524","income","6221","Mercado Nacional"
"True","l10n_ao.account_chart_id525","income","6222","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id526","income_other","628","Descontos e abatimentos"
"True","l10n_ao.account_chart_id527","income","6281","Mercado Nacional"
"True","l10n_ao.account_chart_id528","income","6282","Mercado Estrangeiro"
"True","l10n_ao.account_chart_id529","income_other","629","Transferência para Resultados Operacionais"
"True","l10n_ao.account_chart_id530","income_other","63","OUTROS PROVEITOS OPERACIONAIS"
"True","l10n_ao.account_chart_id531","income_other","631","Serviços suplementares"
"True","l10n_ao.account_chart_id532","income_other","6311","Aluger de equipamento"
"True","l10n_ao.account_chart_id533","income_other","6312","Cedência de Pessoal"
"True","l10n_ao.account_chart_id534","income_other","6313","Cedência de energia"
"True","l10n_ao.account_chart_id535","income_other","6314","Estudos, projectos e assistência Técnica"
"True","l10n_ao.account_chart_id536","income_other","632","Royalties"
"True","l10n_ao.account_chart_id537","income_other","633","Subsídios à Exploração"
"True","l10n_ao.account_chart_id538","income_other","634","Subsídios a investimento"
"True","l10n_ao.account_chart_id539","income_other","638","Outros Proveitos e Ganhos Operacionais"
"True","l10n_ao.account_chart_id540","income_other","6381","..............."
"True","l10n_ao.account_chart_id541","income_other","639","Transfêrencia para Resultados Operacionais"
"True","l10n_ao.account_chart_id542","income_other","64","VARIAÇÃO NOS INVENTÁRIOS DE PRODUTOS ACABADOS E DE PRODUÇÃO EM CURSO"
"True","l10n_ao.account_chart_id543","income_other","641","Produtos e Trabalhos em Curso"
"True","l10n_ao.account_chart_id544","income_other","6411","............."
"False","l10n_ao.account_chart_id951","expense_depreciation","642","Produtos acabados"
"True","l10n_ao.account_chart_id545","income_other","6421",".............."
"False","l10n_ao.account_chart_id952","income_other","643","Produtos intermédios"
"True","l10n_ao.account_chart_id546","income_other","6431","...................."
"True","l10n_ao.account_chart_id547","income_other","649","Transferência para Resultados Operacionais"
"True","l10n_ao.account_chart_id548","income_other","65","TRABALHOS PARA PRÓPRIA EMPRESA"
"True","l10n_ao.account_chart_id549","income_other","651","Para Imobilizado"
"True","l10n_ao.account_chart_id550","income_other","6511","Corpóreo"
"True","l10n_ao.account_chart_id551","income_other","6512","Incorpóreo"
"True","l10n_ao.account_chart_id552","income_other","6513","Financeiro"
"True","l10n_ao.account_chart_id553","income_other","6514","Em Curso"
"False","l10n_ao.account_chart_id953","asset_fixed","652","Para encargos a repartir por exercícios futuros"
"True","l10n_ao.account_chart_id554","income_other","6521","Para Encargos a repartir por Exercícios futuros"
"False","l10n_ao.account_chart_id954","asset_non_current","659","Transferência para resultados operacionais"
"True","l10n_ao.account_chart_id555","income_other","6591","Transferência para Resultados Operacionais"
"True","l10n_ao.account_chart_id556","income_other","66","PROVEITOS E GANHOS FINANCEIROS GERAIS"
"True","l10n_ao.account_chart_id557","income_other","661","Juros"
"True","l10n_ao.account_chart_id558","income_other","6611","Ĩnvestimentos Financeiros"
"True","l10n_ao.account_chart_id559","income_other","66111","Obrigações"
"True","l10n_ao.account_chart_id560","income_other","66113","Títulos de Participação"
"True","l10n_ao.account_chart_id561","income_other","66114","Empréstimos"
"True","l10n_ao.account_chart_id562","income_other","66119","Outros"
"False","l10n_ao.account_chart_id955","expense_direct_cost","6612","De mora relativos a dívida de de terceiros"
"True","l10n_ao.account_chart_id563","income_other","66121","Dívidas recebidas a prestações"
"True","l10n_ao.account_chart_id564","income_other","66122","De empréstimos a Terceiros"
"True","l10n_ao.account_chart_id565","income_other","6614","De Aplicações de Tesouraria"
"True","l10n_ao.account_chart_id566","income_other","6615","Descontos de Títulos"
"False","l10n_ao.account_chart_id956","asset_non_current","662","Diferenças de cambio favoráveis"
"True","l10n_ao.account_chart_6621","income_other","6621","Realizadas"
"True","l10n_ao.account_chart_id567","income_other","6622","Não realizadas"
"False","l10n_ao.account_chart_id957","expense_direct_cost","663","Descontos de prontos pagamento obtidos"
"True","l10n_ao.account_chart_id568","income_other","6631","..........................."
"False","l10n_ao.account_chart_id958","asset_fixed","664","Rendimentos de investimentos em imóveis"
"True","l10n_ao.account_chart_id569","income_other","6641","............................."
"True","l10n_ao.account_chart_id570","income_other","665","Rendimento de Participações de capital"
"True","l10n_ao.account_chart_id571","income_other","6651","Acções, quotas em outras Empresa"
"True","l10n_ao.account_chart_id572","income_other","6652","Acções, quotas incluídas nos fundos"
"True","l10n_ao.account_chart_id573","income_other","6653","Acções, quotas incluídas nos Títulos Negociáveis fundos"
"True","l10n_ao.account_chart_id574","income_other","666","Ganhos na Alienação de Aplicações Financeiras"
"True","l10n_ao.account_chart_id575","income_other","6661","Investimentos Financeiros"
"True","l10n_ao.account_chart_id576","income_other","66611","Subsidiárias"
"True","l10n_ao.account_chart_id577","income_other","66612","Associadas"
"True","l10n_ao.account_chart_id578","income_other","66613","Outras Empresas"
"True","l10n_ao.account_chart_id579","income_other","66615","Fundos"
"True","l10n_ao.account_chart_id580","income_other","66619","Outros Investimentos"
"True","l10n_ao.account_chart_id581","income_other","6662","Títulos Negociáveis"
"False","l10n_ao.account_chart_id959","liability_current","667","Reposição de provisões"
"False","l10n_ao.account_chart_id960","asset_prepayments","6671","Investimentos financeiros"
"True","l10n_ao.account_chart_id582","income_other","66711","Subsidiárias"
"True","l10n_ao.account_chart_id583","income_other","66712","Associadas"
"True","l10n_ao.account_chart_id584","income_other","66713","Outras Empresas"
"True","l10n_ao.account_chart_id585","income_other","66714","Fundos"
"True","l10n_ao.account_chart_id586","income_other","66719","Outros Investimentos"
"False","l10n_ao.account_chart_id961","asset_non_current","6672","Aplicações de tesouraria"
"True","l10n_ao.account_chart_id587","income_other","66721","Títulos Negociáveis"
"True","l10n_ao.account_chart_id588","income_other","66722","Depósitos a Prazo"
"True","l10n_ao.account_chart_id589","income_other","66723","Outros Depósitos"
"True","l10n_ao.account_chart_id590","income_other","66729","Outros Investimentos"
"False","l10n_ao.account_chart_id962","equity_unaffected","67","Proveitos e ganhos financeiros em filiais e associadas"
"False","l10n_ao.account_chart_id963","income","671","Rendimentos de participações de capital"
"True","l10n_ao.account_chart_id591","income_other","6711","Subsidiárias"
"True","l10n_ao.account_chart_id592","income_other","6712","Associadas"
"False","l10n_ao.account_chart_id964","income","679","Transferência para resultados em filiais e associadas"
"False","l10n_ao.account_chart_id965","income_other","68","Outros proveitos e ganhos não operacionais"
"False","l10n_ao.account_chart_id966","income","681","Reposição de provisões"
"True","l10n_ao.account_chart_id612","income_other","6811","Existência"
"True","l10n_ao.account_chart_id593","income_other","68111","Matérias-primas subsídiarias e de consumo"
"True","l10n_ao.account_chart_id594","income_other","68112","Produtos e tralhos em Curso"
"True","l10n_ao.account_chart_id595","income_other","68113","Produtos Acabados e Intermédios"
"True","l10n_ao.account_chart_id596","income_other","68114","SubProdutos, Desperdícios, Resíduos e Refugos."
"True","l10n_ao.account_chart_id597","income_other","68115","Mercadorias"
"True","l10n_ao.account_chart_id613","income_other","6812","Cobranças duvidosas"
"True","l10n_ao.account_chart_id598","income_other","68121","Clientes"
"True","l10n_ao.account_chart_id599","income_other","68122","Clientes-Títulos a Receber"
"True","l10n_ao.account_chart_id600","income_other","68123","Clientes-Cobranças Duvidosa"
"True","l10n_ao.account_chart_68124","income_other","68124","Saldos Devedores de Fornecedores"
"True","l10n_ao.account_chart_id601","income_other","68125","Participantes e Participadas"
"True","l10n_ao.account_chart_id602","income_other","68126","Dídidas do Pessoal"
"True","l10n_ao.account_chart_id603","income_other","68129","Outros Saldos a Receber"
"False","l10n_ao.account_chart_id970","expense","6813","RIscos e encargos"
"True","l10n_ao.account_chart_id604","income_other","68131","Pensões"
"True","l10n_ao.account_chart_id605","income_other","68132","Processos Judiciais em Curso"
"True","l10n_ao.account_chart_id606","income_other","68133","Acidentes de Trabalho"
"True","l10n_ao.account_chart_id607","income_other","68134","Garantias dadas a Clientes"
"True","l10n_ao.account_chart_id608","income_other","68139","Outros Riscos e Encargos"
"False","l10n_ao.account_chart_id971","income_other","6819","Transferência para resultados não operacionais"
"False","l10n_ao.account_chart_id972","liability_current","682","Anulação de amortizações extraordinárias"
"True","l10n_ao.account_chart_id614","income_other","6821","Imobilizações Corpóreas"
"True","l10n_ao.account_chart_id615","income_other","6822","Imobilizações Incorpóreas"
"False","l10n_ao.account_chart_id973","liability_current","683","Ganhos em imobilizações"
"True","l10n_ao.account_chart_id616","income_other","6831","Venda de Imobilizações Corpóreas"
"True","l10n_ao.account_chart_id617","income_other","6832","Venda de Imobilizações Incorpóreas"
"False","l10n_ao.account_chart_id974","asset_fixed","684","Ganhos em existencias"
"True","l10n_ao.account_chart_id609","income_other","6841","Sobras"
"False","l10n_ao.account_chart_id975","equity","685","Recuperação de dívidas"
"True","l10n_ao.account_chart_id610","income_other","6851","..................."
"False","l10n_ao.account_chart_id976","asset_non_current","686","Benefícios de penalidade contratuais"
"True","l10n_ao.account_chart_id611","income_other","6861",".........................."
"False","l10n_ao.account_chart_id977","asset_fixed","687","...................."
"False","l10n_ao.account_chart_id978","asset_fixed","688","Descontinuidade de operações"
"False","l10n_ao.account_chart_id979","asset_fixed","689","Alterações de políticas contabilísticas"
"False","l10n_ao.account_chart_id980","income_other","69","Proveitos e ganhos extraordinários"
"False","l10n_ao.account_chart_id981","income_other","691","Ganhos resultantes de catástrofes naturais"
"True","l10n_ao.account_chart_id618","income_other","6911","............................"
"False","l10n_ao.account_chart_id982","income_other","692","Ganhos resultantes de convulsões políticas"
"True","l10n_ao.account_chart_id619","income_other","6921","............................"
"False","l10n_ao.account_chart_id983","income_other","693","Ganhos resultantes de expropriações"
"True","l10n_ao.account_chart_id620","income_other","6931","..........................."
"False","l10n_ao.account_chart_id984","income_other","694","Ganhos resultantes de sinistros"
"True","l10n_ao.account_chart_id621","income_other","6941","............................"
"False","l10n_ao.account_chart_id985","expense_direct_cost","695","Subsísdios"
"True","l10n_ao.account_chart_id622","income_other","6951","............."
"False","l10n_ao.account_chart_id986","asset_non_current","696","Anulação de passivos não exigíveis"
"True","l10n_ao.account_chart_id623","income_other","6961","............................."
"False","l10n_ao.account_chart_id987","asset_non_current","699","Transferências para resultados extraordinários"
"False","l10n_ao.account_chart_id988","expense_direct_cost","7","CUSTOS E PERDAS POR NATUREZA"
"False","l10n_ao.account_chart_id989","expense_direct_cost","71","Custos das mercadorias vendidas e das matérias consumidas"
"False","l10n_ao.account_chart_id990","equity","711","Matérias - primas"
"False","l10n_ao.account_chart_id624","expense","7111","....................."
"False","l10n_ao.account_chart_id991","equity","712","Matérias subsidiárias"
"False","l10n_ao.account_chart_id625","expense","7121","............................"
"False","l10n_ao.account_chart_id992","equity","713","Materiais diversos"
"False","l10n_ao.account_chart_7131","expense","7131","......................."
"False","l10n_ao.account_chart_id993","equity","714","Embalagens de consumo"
"False","l10n_ao.account_chart_id627","expense","7141","........................."
"False","l10n_ao.account_chart_id994","equity","715","Outros materias"
"False","l10n_ao.account_chart_id995","equity","7151","......................"
"False","l10n_ao.account_chart_716","expense","716","Outras Mercadorias"
"False","l10n_ao.account_chart_id628","expense","7161","Mercadorias"
"False","l10n_ao.account_chart_id629","expense","719","Transferência para Resultados Operacionais"
"False","l10n_ao.account_chart_id630","expense","72","CUSTOS COM PESSOAL"
"False","l10n_ao.account_chart_id631","expense","721","Remunerações - Órgãos sociais"
"False","l10n_ao.account_chart_id632","expense","7211","Remunerações - Órgãos sociais"
"False","l10n_ao.account_chart_id633","expense","722","Remunerações - Pessoal"
"False","l10n_ao.account_chart_id634","expense","7221","Ordenados - Pessoal"
"False","l10n_ao.account_chart_id996","income_other","723","Pensões"
"False","l10n_ao.account_chart_id635","expense","7231","Órgãos sociais"
"False","l10n_ao.account_chart_id636","expense","7232","Pessoal"
"False","l10n_ao.account_chart_id997","equity","724","Premios para pensões"
"False","l10n_ao.account_chart_id637","expense","7241","Órgãos sociais"
"False","l10n_ao.account_chart_id638","expense","7242","Pessoal"
"False","l10n_ao.account_chart_id639","expense","725","Encargos sobre remunerações"
"False","l10n_ao.account_chart_id640","expense","7251","Órgãos sociais"
"False","l10n_ao.account_chart_id641","expense","7252","Pessoal"
"False","l10n_ao.account_chart_id998","expense","726","Seguros de acedentes de trabalho e doença profissionais"
"False","l10n_ao.account_chart_id642","expense","7261","Órgãos sociais"
"False","l10n_ao.account_chart_id643","expense","7262","Pessoal"
"False","l10n_ao.account_chart_id999","asset_fixed","727","Formação"
"False","l10n_ao.account_chart_id644","expense","7271","Órgãos sociais"
"False","l10n_ao.account_chart_id645","expense","7272","Pessoal"
"False","l10n_ao.account_chart_id1000","equity","728","Outras despesas com o pessoal"
"False","l10n_ao.account_chart_id646","expense","7281","Órgãos socias"
"False","l10n_ao.account_chart_id647","expense","7282","Pessoal"
"False","l10n_ao.account_chart_id648","expense","729","Transferência para Resultados Operacionais"
"False","l10n_ao.account_chart_id1001","expense_depreciation","73","Amortizações de exercício"
"False","l10n_ao.account_chart_id1002","liability_current","731","Imobilizações corpóreas"
"False","l10n_ao.account_chart_id649","expense_depreciation","7312","Edifícios e outras construções"
"False","l10n_ao.account_chart_id650","expense_depreciation","7313","Equipamento básico"
"False","l10n_ao.account_chart_id651","expense_depreciation","7314","Equipamento de carga e transporte"
"False","l10n_ao.account_chart_id652","expense_depreciation","7315","Equipamento Administrativo"
"False","l10n_ao.account_chart_id653","expense_depreciation","7316","Taras e vasilhame"
"False","l10n_ao.account_chart_id654","expense_depreciation","7319","Outras Imobilizações Corpóreas"
"False","l10n_ao.account_chart_id1003","liability_current","732","Imobilizações incorpóreas"
"False","l10n_ao.account_chart_id655","expense_depreciation","7321","Trespasses"
"False","l10n_ao.account_chart_id656","expense_depreciation","7322","Despesas de investigação e desenvolvimento"
"False","l10n_ao.account_chart_id657","expense_depreciation","7323","Propriedade Industrial e outros direitos e contratos"
"False","l10n_ao.account_chart_id658","expense_depreciation","7324","Despesas de Constituição"
"False","l10n_ao.account_chart_id659","expense_depreciation","7329","Outras Imobilizações Incorpóreas"
"False","l10n_ao.account_chart_id1004","liability_current","739","Transferência para resultados operacionais"
"False","l10n_ao.account_chart_id660","expense_depreciation","7391","Transferência para Resultados Operacionais"
"False","l10n_ao.account_chart_id1005","asset_non_current","75","Outros custos e perdas operacionais"
"False","l10n_ao.account_chart_id1006","liability_current","751","Sub - contratos"
"False","l10n_ao.account_chart_id661","expense","7511","Subcontratos"
"False","l10n_ao.account_chart_id1007","liability_current","752","Formecimentos e serviços de terceiros"
"False","l10n_ao.account_chart_7521","expense","7521","................................"
"False","l10n_ao.account_chart_id662","expense","75211","Água"
"False","l10n_ao.account_chart_id663","expense","75212","Electricidade"
"False","l10n_ao.account_chart_id664","expense","75213","Combustíveis e outros fluídos"
"False","l10n_ao.account_chart_id665","expense","75214","Conservação e Reparação"
"False","l10n_ao.account_chart_id666","expense","75215","Material de Protecção, Segurança e Conforto"
"False","l10n_ao.account_chart_id667","expense","75216","Ferramentas e Utensílios de desgastes rápido"
"False","l10n_ao.account_chart_id668","expense","75217","Material de Escritório"
"False","l10n_ao.account_chart_id669","expense","75218","Livros e Documentação Técnica"
"False","l10n_ao.account_chart_id1008","asset_fixed","75219","Outros fornecimentos"
"False","l10n_ao.account_chart_752191","expense","752191","......................."
"False","l10n_ao.account_chart_id670","expense","7522","Comunicação"
"False","l10n_ao.account_chart_id671","expense","75221","Rendas e Alugueres"
"False","l10n_ao.account_chart_id672","expense","75222","Seguros"
"False","l10n_ao.account_chart_id673","expense","75223","Deslocações e Estadas"
"False","l10n_ao.account_chart_id674","expense","75224","Despesas de Representação"
"False","l10n_ao.account_chart_id675","expense","75226","Conservação e Reparação"
"False","l10n_ao.account_chart_id676","expense","75227","Vigilância e Segurança"
"False","l10n_ao.account_chart_id677","expense","75228","Limpeza, Higiene e Conforto"
"False","l10n_ao.account_chart_id678","expense","75229","Publicidade e Propaganda"
"False","l10n_ao.account_chart_id679","expense","7523","Contencioso e Notariado"
"False","l10n_ao.account_chart_id680","expense","75231","Comissões a Intermediários"
"False","l10n_ao.account_chart_id1009","liability_current","75232","Assistência técnica"
"False","l10n_ao.account_chart_id681","expense","752321","Estrangeira"
"False","l10n_ao.account_chart_id682","expense","752322","Nacional"
"False","l10n_ao.account_chart_id683","expense","75233","Trabalhos Executados no Exterior"
"False","l10n_ao.account_chart_id684","expense","75234","Honorários e Avenças"
"False","l10n_ao.account_chart_id685","expense","75235","Royalties"
"False","l10n_ao.account_chart_75239","asset_non_current","75239","Outros Serviços"
"False","l10n_ao.account_chart_id686","expense","752391","......................."
"False","l10n_ao.account_chart_id1011","asset_fixed","753","Impostos"
"False","l10n_ao.account_chart_id1012","liability_current","7531","Indirectos"
"False","l10n_ao.account_chart_75311","expense","75311","Imposto de selo"
"False","l10n_ao.account_chart_id688","expense","75319","Outros Impostos"
"False","l10n_ao.account_chart_id1013","liability_current","7532","Directos"
"False","l10n_ao.account_chart_id689","expense","75321","Impostos de capitais"
"False","l10n_ao.account_chart_id690","expense","75322","Contribuições predial"
"False","l10n_ao.account_chart_id691","expense","75329","Outros Impostos"
"False","l10n_ao.account_chart_id1014","expense","754","Despesas confidenciais"
"False","l10n_ao.account_chart_id692","expense","7541","Despesas confidenciais"
"False","l10n_ao.account_chart_id1015","expense_depreciation","755","Quotizações"
"False","l10n_ao.account_chart_id693","expense","7551","Quotizações"
"False","l10n_ao.account_chart_id1016","equity","756","Ofertas e amostras de existencias"
"False","l10n_ao.account_chart_id694","expense","7561","Ofertas e amostras de Existências"
"False","l10n_ao.account_chart_id1017","liability_current","758","Outros custos e perdas operacionais"
"False","l10n_ao.account_chart_id695","expense","7581","Outros Custos e Perdas Operacionais"
"False","l10n_ao.account_chart_id696","expense","759","Transferência para Resultados Operacionais"
"False","l10n_ao.account_chart_id1018","expense_direct_cost","76","CUSTOS E PERDAS FINANCEIRAS GERAIS"
"False","l10n_ao.account_chart_id1019","liability_current","761","Juros"
"False","l10n_ao.account_chart_id1020","equity","7611","De empréstimos"
"False","l10n_ao.account_chart_id697","expense","76111","Bancários"
"False","l10n_ao.account_chart_id698","expense","76112","Obrigações"
"False","l10n_ao.account_chart_id699","expense","76113","Títulos de Participação"
"False","l10n_ao.account_chart_id700","expense","7612","De descobertos Bancários"
"False","l10n_ao.account_chart_id701","expense","7613","De mora Relativos a Dívidas a Terceiros"
"False","l10n_ao.account_chart_id702","expense","7614","De desconto de Títulos"
"False","l10n_ao.account_chart_id1021","equity","762","Diferença de cambio desfavoráveis"
"False","l10n_ao.account_chart_7621","expense","7621","Realizadas"
"False","l10n_ao.account_chart_id703","expense","7622","Não realizadas"
"False","l10n_ao.account_chart_id1022","asset_non_current","763","Descontos de pronto pagamentos concedidos"
"False","l10n_ao.account_chart_id704","expense","7631","..........................."
"False","l10n_ao.account_chart_id1023","liability_current","764","Amortizações de investimentos em imóveis"
"False","l10n_ao.account_chart_id705","expense","7641","............................"
"False","l10n_ao.account_chart_id1024","expense_depreciation","765","Provisões para aplicações financeiras"
"False","l10n_ao.account_chart_id1025","income_other","7651","Investimentos financeiros"
"False","l10n_ao.account_chart_id706","expense","76511","Subsidiárias"
"False","l10n_ao.account_chart_id707","expense","76512","Associadas"
"False","l10n_ao.account_chart_id708","expense","76513","Outras Empresas"
"False","l10n_ao.account_chart_id709","expense","76514","Fundos"
"False","l10n_ao.account_chart_id710","expense","76519","Outros Investimentos"
"False","l10n_ao.account_chart_id1026","expense_direct_cost","7652","Aplicações de tesouraria"
"False","l10n_ao.account_chart_id711","expense","76521","Títulos Negociáveis"
"False","l10n_ao.account_chart_id712","expense","76522","Depósitos a Prazo"
"False","l10n_ao.account_chart_id713","expense","76523","Outros Depósitos"
"False","l10n_ao.account_chart_id714","expense","76529","Outros"
"False","l10n_ao.account_chart_id1027","asset_non_current","766","Perdas na alienação de aplicações financeiras"
"False","l10n_ao.account_chart_id1028","liability_current","7661","Investimentos financeiros"
"False","l10n_ao.account_chart_id715","expense","76611","Subsidiárias"
"False","l10n_ao.account_chart_id716","expense","76612","Associadas"
"False","l10n_ao.account_chart_id717","expense","76613","Outras Empresas"
"False","l10n_ao.account_chart_id718","expense","76614","Fundos"
"False","l10n_ao.account_chart_id719","expense","76619","Outros Investimentos"
"False","l10n_ao.account_chart_id720","expense","7662","Aplicações de Títulos Negociáveis"
"False","l10n_ao.account_chart_id1029","expense_depreciation","767","Serviços bancários"
"False","l10n_ao.account_chart_id721","expense","7671","Serviços Bancários"
"False","l10n_ao.account_chart_id1030","expense_depreciation","769","Transferenceia para resultado financeira"
"False","l10n_ao.account_chart_id722","expense","7691","Transferência para Resultados Financeiros"
"False","l10n_ao.account_chart_id1031","asset_non_current","77","Custos e perdas financeiros em filiais e associadas"
"False","l10n_ao.account_chart_id1032","expense","779","Transferência para Resultados Financeiros"
"False","l10n_ao.account_chart_id723","expense","7791","Transferência para Resultados Financeiros"
"False","l10n_ao.account_chart_id1033","expense_direct_cost","78","OUTROS CUSTOS E PERDAS NÃO OPERACIONAIS"
"False","l10n_ao.account_chart_id1034","equity","781","Provisões do exercícios"
"False","l10n_ao.account_chart_id741","expense","7811","Existências"
"False","l10n_ao.account_chart_id724","expense","78111","Matérias-primas subsidiárias e de consumo"
"False","l10n_ao.account_chart_id725","expense","78112","Produtos e trabalhos em curso"
"False","l10n_ao.account_chart_id726","expense","78113","Produtos acabados e intermédios"
"False","l10n_ao.account_chart_id727","expense","78114","SubProdutos, Desperdícios, Resíduos e Refugos"
"False","l10n_ao.account_chart_id728","expense","78115","Mercadorias"
"False","l10n_ao.account_chart_id1037","asset_non_current","7812","Cobranças duvidosas"
"False","l10n_ao.account_chart_id729","expense","78121","Clientes"
"False","l10n_ao.account_chart_id730","expense","78122","Clientes-Títulos a Receber"
"False","l10n_ao.account_chart_id731","expense","78123","Clientes-Cobranças Duvidosa"
"False","l10n_ao.account_chart_id732","expense","78124","Saldos Devedores de Fornecedores"
"False","l10n_ao.account_chart_id733","expense","78125","Participantes e Participadas"
"False","l10n_ao.account_chart_id734","expense","78126","Dívidas do Pessoal"
"False","l10n_ao.account_chart_id735","expense","78129","Outros Saldos a Receber"
"False","l10n_ao.account_chart_id1038","asset_non_current","7813","Riscos e encargos"
"False","l10n_ao.account_chart_id736","expense","78131","Pensões"
"False","l10n_ao.account_chart_id737","expense","78132","Processos Judiciais em Curso"
"False","l10n_ao.account_chart_id738","expense","78133","Acidentes de Trabalho"
"False","l10n_ao.account_chart_id739","expense","78134","Garantias dadas a Clientes"
"False","l10n_ao.account_chart_id740","expense","78139","Outros Riscos e Encargos"
"False","l10n_ao.account_chart_id1039","expense_depreciation","7819","Transferência para resultados não operacionais"
"False","l10n_ao.account_chart_id1040","asset_non_current","782","Amortizações extraordinárias"
"False","l10n_ao.account_chart_id742","expense","7821","Imobilizações Corpóreas"
"False","l10n_ao.account_chart_id743","expense","7822","Imobilizações Incorpóreas"
"False","l10n_ao.account_chart_id1041","liability_current","783","Perdas em imobilizações"
"False","l10n_ao.account_chart_id744","expense","7831","Vendas de Imobilizações Corpóreas"
"False","l10n_ao.account_chart_id745","expense","7832","Vendas de Imobilizações Incorpóreas"
"False","l10n_ao.account_chart_id746","expense","7833","Abates"
"False","l10n_ao.account_chart_id747","expense","7839","Outras"
"False","l10n_ao.account_chart_id1042","expense","784","Perdas em existencias"
"False","l10n_ao.account_chart_id748","expense","7841","Quebras"
"False","l10n_ao.account_chart_id1043","expense_depreciation","785","Dívidas incobránveis"
"False","l10n_ao.account_chart_id1044","liability_current","786","Multas e penalidades contratuais"
"False","l10n_ao.account_chart_id749","expense","7861","Fiscais"
"False","l10n_ao.account_chart_id750","expense","7862","Não Fiscais"
"False","l10n_ao.account_chart_id751","expense","7863","Penalidades Contratuais"
"False","l10n_ao.account_chart_id1045","expense_depreciation","787","Custos de reetruturação"
"False","l10n_ao.account_chart_id1046","asset_non_current","788","Descontinuidade de operações"
"False","l10n_ao.account_chart_id1047","asset_non_current","789","Alterações de políticas cantabilísticas"
"False","l10n_ao.account_chart_id1048","expense_direct_cost","79","Custos e perdas extraordinárias"
"False","l10n_ao.account_chart_id1049","expense_direct_cost","791","Perdas resultantes de catástrofes não operacionais"
"False","l10n_ao.account_chart_id752","expense","7911",".................................."
"False","l10n_ao.account_chart_id1050","expense_direct_cost","792","Perdas resultantes de convulsões políticas"
"False","l10n_ao.account_chart_id753","expense","7921","............................"
"False","l10n_ao.account_chart_id1051","expense_direct_cost","793","Perdas resultantes de expropriações"
"False","l10n_ao.account_chart_id754","expense","7931","..............................."
"False","l10n_ao.account_chart_id1052","expense_depreciation","794","Perdas resultantes de sinistros"
"False","l10n_ao.account_chart_id755","expense","7941","Perdas Resultantes de sinistros"
